Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,Bolivia,BOL,0.07,0.35,0.3,0.26,0.22,0.21,0.2,0.2,0.19,0.19,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Argentina,ARG,..,..,..,2.37384881820095,1.14726630452183,0.659891777748449,0.647891739380323,0.599970001499925,1.18248085507187,0.871397884326997,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Colombia,COL,..,..,..,24.2713582077896,37.7590774840933,32.539980199017,27.9681721004546,21.415735138295,17.8553298799984,17.4685152131677,5.51807958753749,8.1328924266064,10.958932691952,7.56340092311923,8.60054415328542,10.7786074868216,9.40052621874661,8.97989882028901
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Costa Rica,CRI,..,..,..,1.34916138741754,0.960788142337626,0.707593917325863,0.489763733336607,0.865984091153391,2.34416375383964,1.89446344201102,0,0,0.00231104198527751,0.00686560127791725,0.0396767816008561,0.0533832026100453,0.0501927961068237,0.104773921161228
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Bolivia,BOL,..,..,..,11.7096733645783,5.62775417828614,4.895581321802,6.70907701518109,4.83264289313775,6.4161886532468,5.94610713849311,2.21979526760001,1.85143298726874,1.46975590700966,1.19411144037789,1.37474495338135,2.36832619192089,3.04815553903379,2.7244058222359
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,Argentina,ARG,..,..,..,37,35,35,33,34,31,28,25,26,27,27,27,29,28,30
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,Colombia,COL,..,..,..,37,36,35,35,33,30,32,31,31,33,33,33,35,34,41
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,Costa Rica,CRI,..,..,..,18,20,17,16,21,16,14,12,11,9.4,9.6,10,10,9.7,11
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,Bolivia,BOL,..,..,..,184,179,173,168,163,158,153,120,117,114,111,108,106,103,109
"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)",SH.STA.IYCF.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)",SH.STA.IYCF.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,43.1,..,..,..,..,..,..
"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)",SH.STA.IYCF.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)",SH.STA.IYCF.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women),SH.MLR.IPTP.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women),SH.MLR.IPTP.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women),SH.MLR.IPTP.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women),SH.MLR.IPTP.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Argentina,ARG,39.182273436389,42.0102782413087,41.718240849872,41.6050658438558,41.2357943778045,40.3432220730237,40.8841084962031,41.4264439617449,40.9826110422916,41.3073826453907,40.8234640286858,41.0250232507636,41.2330848503142,41.441270515727,42.146220107956,42.3760560305369,42.3938341360417,42.5339108158108
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Colombia,COL,38.753114492883,40.2650359804859,39.9743302698163,40.1467474425479,40.2477010832673,40.496558069314,40.9724232177894,40.5310472983434,40.2768169826748,39.9433715771618,42.5389978872707,42.7463079102169,42.7772991210617,42.7791343973083,42.5426384163334,42.3451058630498,40.9071500667671,41.0843922589846
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Costa Rica,CRI,28.5691011597248,32.8698312655055,33.2773587876378,32.6369144807859,34.6292357057416,34.6990290491125,34.9034611542017,34.1821914803899,35.906087742051,36.0201788960862,39.9464635326135,39.8170395855452,37.9662407552513,38.3278599088824,39.1110601571955,41.0647095628383,40.1629204038042,40.7573875775057
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bolivia,BOL,41.1551624257333,42.3293701632095,43.0055376126014,41.8160770515532,41.9777718849972,42.1734530908427,42.3755237676244,42.5796407444913,42.7850918392416,43.4205486633834,42.8309404076476,40.6999164857996,42.2851047805348,43.117336960598,44.3317100665964,43.0300142187706,42.6832316338946,42.4610346334294
"Labor force, total",SL.TLF.TOTL.IN,Argentina,ARG,13417468,16317383,16415836,16591905,16648514,16474698,16943192,17425150,17545905,17877291,19049721,19229476,19404277,19580710,20103008,20607477,19406591,21191985
"Labor force, total",SL.TLF.TOTL.IN,Colombia,COL,13855787,17180007,17419739,17858301,18268713,18646802,19258302,19248116,19445700,19455601,24245416,24759081,25039982,25528733,26010171,26304740,24932942,25983568
"Labor force, total",SL.TLF.TOTL.IN,Costa Rica,CRI,1166225,1546631,1594177,1619332,1727162,1762911,1819682,1828417,1943857,1977908,2395003,2380187,2223154,2335223,2459739,2573190,2456537,2529009
"Labor force, total",SL.TLF.TOTL.IN,Bolivia,BOL,2913824,3589803,3688232,3743883,3820117,3898322,3980057,4064628,4151820,4417572,5186538,4978794,5103906,5306478,5663066,5684739,5705374,5664325
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Argentina,ARG,74.963,76.758,76.989,77.223,77.59,78.075,77.276,78.103,78.527,78.716,80.004,80.188,79.67,80.085,80.329,80.681,79.285,78.647
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Colombia,COL,73.067,75.053,75.195,75.542,75.66,75.981,76.252,76.495,76.766,77.075,79.139,79.292,79.44,79.535,79.66,79.721,78.136,76.442
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Costa Rica,CRI,78.767,79.253,79.738,80.038,79.893,80.374,80.412,80.635,80.862,81.064,81.236,81.569,82.008,81.76,82.083,81.953,81.912,79.811
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Bolivia,BOL,57.886,63.207,63.874,64.394,64.99,65.556,65.977,66.242,66.676,67.106,69.771,69.911,70.259,70.347,70.383,70.475,67.841,66.8
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Argentina,ARG,68.552,70.149,70.407,70.583,70.749,70.752,70.83,71.53,71.692,72.066,73.424,73.294,72.933,73.526,73.631,73.857,72.546,72.182
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Colombia,COL,64.539,66.662,66.884,67.312,67.545,68.076,68.622,69.032,69.513,69.961,72.985,73.252,73.519,73.759,73.842,73.8,71.537,69.404
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Costa Rica,CRI,74.604,74.658,74.695,75.252,75.297,75.692,75.82,76.104,76.231,76.079,76.409,76.698,77.01,77.07,76.996,77.002,76.751,74.418
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Bolivia,BOL,54.959,59.537,59.975,60.419,60.836,61.212,61.463,61.916,62.252,62.613,64.737,64.9,65.17,65.228,65.279,65.37,61.559,60.879
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,71.784,73.474,73.722,73.926,74.186,74.408,74.08,74.855,75.139,75.433,76.755,76.76,76.308,76.833,76.999,77.284,75.892,75.39
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,68.644,70.738,70.926,71.32,71.502,71.939,72.361,72.695,73.081,73.468,76.043,76.257,76.471,76.646,76.748,76.752,74.769,72.83
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,76.63,76.896,77.138,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.774,79.086,79.459,79.377,79.484,79.427,79.277,77.023
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,56.422,61.332,61.871,62.346,62.843,63.306,63.635,64.004,64.386,64.779,67.163,67.318,67.628,67.701,67.748,67.841,64.467,63.63
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Argentina,ARG,..,..,..,0.197077492215322,0.198961836950444,0.195826731188591,0.216860190855361,0.202415698102075,0.151582565788921,0.148619122605288,0.101269701408944,0.0954094345400858,0.0976202220201663,0.0927831201719802,0.0706152065871151,0.0678548968029463,0.0931459459870504,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Colombia,COL,..,..,..,0.254592299005104,0.25876317249848,0.256141968028505,0.199046936311462,0.198437258634929,0.197167507034903,0.19709753273245,0.144822237151681,0.145105125927597,0.14527570821142,0.148089274834616,0.10906059039379,0.112972768892938,0.128942565337508,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Costa Rica,CRI,..,..,..,0.106695654242568,0.0899908327708131,0.0884745233772194,0.0896028598998851,0.0662269262183334,0.0635627142378206,0.0613245699787669,0.0505379759459386,0.0342348793683423,0.0323045573956616,0.0325556259644824,0.0312993976849402,0.0325299181053663,0.0382262047420681,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bolivia,BOL,..,..,..,1.24386016991276,1.05784522959781,1.02664865747485,1.0196261488598,0.876672447223023,0.857134058898601,0.814660400148283,0.501270684545066,0.505955510878601,0.494279537022706,0.504201143826901,0.526694779263617,0.5399460680929,0.438285855372626,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Argentina,ARG,..,..,..,510,500,510,460,490,660,670,990,1000,1000,1100,1400,1500,1100,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Colombia,COL,..,..,..,390,390,390,500,500,510,510,690,690,690,680,920,890,780,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Costa Rica,CRI,..,..,..,940,1100,1100,1100,1500,1600,1600,2000,2900,3100,3100,3200,3100,2600,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Bolivia,BOL,..,..,..,80,95,97,98,110,120,120,200,200,200,200,190,190,230,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Argentina,ARG,..,..,..,..,97.1934127807617,..,..,..,..,98.5107727050781,98.9328231811523,99.2087707519531,99.1430969238281,..,99.0620422363281,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Colombia,COL,..,..,..,..,..,..,..,92.7146301269531,92.911247253418,92.2205963134766,94.4846572875977,94.4158172607422,94.8902206420898,..,95.3189163208008,95.4690322875977,95.8750610351563,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Costa Rica,CRI,..,..,..,95.0807876586914,..,..,..,..,..,..,..,..,..,..,97.924430847168,..,..,98.0999984741211
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bolivia,BOL,..,..,..,..,80.6543807983398,..,..,..,..,..,..,88.5828628540039,..,..,..,..,90.5025863647461,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Argentina,ARG,..,..,..,..,97.1931991577148,..,..,..,..,98.7271881103516,99.0612487792969,99.1482467651367,99.1049880981445,..,98.9377365112305,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Colombia,COL,..,..,..,..,..,..,..,92.9041213989258,92.777946472168,92.3927993774414,93.8674011230469,94.0631713867188,94.4022827148438,..,94.8518295288086,95.0158920288086,95.3825225830078,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Costa Rica,CRI,..,..,..,94.6501770019531,..,..,..,..,..,..,..,..,..,..,97.8023529052734,..,..,97.9899978637695
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Bolivia,BOL,..,..,..,..,93.0574722290039,..,..,..,..,..,..,96.5227508544922,..,..,..,..,97.4442825317383,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Argentina,ARG,..,..,..,..,97.1933135986328,..,..,..,..,98.6108016967773,98.9938888549805,99.1799621582031,99.1250076293945,..,99.0038681030273,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Colombia,COL,..,..,..,..,..,..,..,92.8037796020508,92.8486633300781,92.2996826171875,94.1862487792969,94.2450485229492,94.6538467407227,..,95.0925064086914,95.249267578125,95.6363296508789,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Costa Rica,CRI,..,..,..,94.8681869506836,..,..,..,..,..,..,..,..,..,..,97.8637924194336,..,..,98.0400009155273
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Bolivia,BOL,..,..,..,..,86.7236709594727,..,..,..,..,..,..,92.455078125,..,..,..,..,93.8525619506836,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Argentina,ARG,..,..,..,..,98.7079010009766,..,..,..,..,99.3861389160156,99.1958694458008,99.4833984375,99.3844833374023,..,99.241828918457,..,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,..,..,..,..,..,..,..,97.5525207519531,97.5170288085938,97.5336608886719,98.1067123413086,98.1551818847656,98.3120422363281,..,98.6338272094727,98.4985504150391,98.7278671264648,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,..,..,..,97.1974868774414,..,..,..,..,..,..,..,..,..,..,99.3399963378906,..,..,99.4599990844727
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Bolivia,BOL,..,..,..,..,98.5492935180664,..,99.4700012207031,..,..,..,..,99.3940200805664,..,..,..,..,99.5847396850586,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Argentina,ARG,..,..,..,..,98.9166564941406,..,..,..,..,99.4460830688477,99.2967071533203,99.559700012207,99.5027084350586,..,99.5055236816406,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Colombia,COL,..,..,..,..,..,..,..,97.9913101196289,97.9583969116211,97.883171081543,98.5409469604492,98.5347290039063,98.6683120727539,..,98.8516464233398,98.8267593383789,99.0118179321289,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Costa Rica,CRI,..,..,..,97.6147003173828,..,..,..,..,..,..,..,..,..,..,99.4300003051758,..,..,99.5299987792969
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Bolivia,BOL,..,..,..,..,97.3237762451172,..,98.3000030517578,..,..,..,..,99.399169921875,..,..,..,..,99.5565872192383,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Argentina,ARG,..,..,..,7.3744082,7.47594929999999,7.5299845,7.5440626,7.52574539999999,7.4825821,7.4221354,7.22281309999999,7.3467579,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Colombia,COL,..,..,..,10.501246,10.4454829999999,10.403808,10.360816,10.320069,10.283305,10.242297,9.9834261,9.95559309999999,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Costa Rica,CRI,..,..,..,6.9990211,6.9113455,6.85465479999999,6.8257456,6.8214107,6.8384318,6.87359909999999,7.4232044,7.47728489999999,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Bolivia,BOL,..,..,..,7.97097679999999,7.89406389999999,7.8453445,7.8100123,7.77343799999999,7.73264029999999,7.67530439999999,7.2569857,7.22233489999999,..,..,..,..,..,..
Malaria cases reported,SH.STA.MALR,Argentina,ARG,..,..,..,440,215,125,124,116,231,172,0,0,0,0,0,0,0,..
Malaria cases reported,SH.STA.MALR,Colombia,COL,..,..,..,144432,231233,204916,180956,142241,121629,120096,40768,55334,82609,52805,61195,78109,75779,73221
Malaria cases reported,SH.STA.MALR,Costa Rica,CRI,..,..,..,1879,1363,1021,718,1289,3541,2903,0,0,4,12,70,95,90,189
Malaria cases reported,SH.STA.MALR,Bolivia,BOL,..,..,..,31469,15765,14276,20343,14910,20142,18995,7401,6874,5542,4572,5342,9338,12180,11017
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Argentina,ARG,..,..,..,72,72,71,79,73,63,61,42,39,40,38,34,33,45,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Colombia,COL,..,..,..,93,94,93,83,82,82,82,70,70,70,71,63,65,75,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Costa Rica,CRI,..,..,..,39,37,36,37,32,31,29,24,20,19,19,18,19,22,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Bolivia,BOL,..,..,..,284,261,253,251,236,230,218,163,165,161,164,171,176,161,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Argentina,ARG,49,36,39,34,41,44,42,40,38,44,..,38,32,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Colombia,COL,60,74,74,84,77,..,61,63,60,61,47,47,44,44,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Costa Rica,CRI,14,18,19,37,32,35,..,38,30,38,29,..,..,..,24,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bolivia,BOL,..,..,..,..,..,..,316,..,..,..,..,..,..,..,..,..,..,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Argentina,ARG,..,..,..,11.5,11.6,9.8,9.4,10.6,11.6,13.1,13.4,13.9,14.1,14,13.6,14.1,..,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Colombia,COL,..,..,..,20,20,19,17.2,17.5,16.9,17.4,16.9,18,18.6,17.2,16.3,15.4,..,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Costa Rica,CRI,..,..,..,17.8,17.3,17,15.4,15.4,14.5,16.4,14.2,16.5,16.6,14.7,14.4,14.8,..,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bolivia,BOL,..,..,..,14.5,14.8,15.2,15.1,15.1,15.2,20.9,19.9,18.8,15.3,20.3,20.7,21.1,..,..
"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5,Argentina,ARG,..,..,..,5.2,5.2,4.1,4.4,4.7,5.3,6.3,5.5,5.7,6.3,6.1,5.5,6.4,..,..
"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5,Colombia,COL,..,..,..,8.3,8.4,7.9,7.3,7.3,7.1,7.4,6.6,6.7,7,6.4,5.9,5.5,..,..
"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5,Costa Rica,CRI,..,..,..,6.7,5.3,5.6,5.1,5.3,4.5,5.9,4.5,4.5,5.2,4.3,4.3,4.3,..,..
"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5,Bolivia,BOL,..,..,..,9.1,9.2,9.5,9.4,9.5,9.5,13,12.1,11.4,9.2,12.2,12.5,12.7,..,..
"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5,Argentina,ARG,..,..,..,18.1,18.5,15.9,14.7,16.8,18.4,20.3,21.6,22.5,22.2,22.3,22,22.1,..,..
"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5,Colombia,COL,..,..,..,32.3,32.1,30.6,27.4,28,27.2,27.9,27.6,29.7,30.6,28.5,27.1,25.7,..,..
"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5,Costa Rica,CRI,..,..,..,28.8,29.1,28.4,25.7,25.5,24.3,26.8,24,28.4,28,25.1,24.6,25.3,..,..
"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5,Bolivia,BOL,..,..,..,19.9,20.4,20.8,20.8,20.7,20.7,28.7,27.6,26.1,21.3,28.3,28.8,29.4,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Argentina,ARG,..,..,..,20.4,20.2,20.3,20,19.3,18.8,18.3,16.4,16.5,16.8,16.2,16.1,15.7,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Colombia,COL,..,..,..,15.1,14.5,14.1,14.1,13.8,13.5,13.2,10.2,10.3,10.3,10.2,9.8,9.7,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Costa Rica,CRI,..,..,..,12.9,12.8,11.9,11.9,12.1,11,11.3,9.7,9.8,10,10.2,9.6,9.5,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Bolivia,BOL,..,..,..,20.8,20.2,19.8,19.3,18.9,18.7,18.2,18.1,18.2,18.2,18,18,17.9,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Argentina,ARG,..,..,..,14.5,14.4,14.3,14.3,14,13.5,13.3,12.4,12.5,12.9,12.4,12.2,12.1,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Colombia,COL,..,..,..,14.5,14,13.7,13.5,12.9,12.4,12.2,9.6,9.6,9.5,9.3,9,8.9,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Costa Rica,CRI,..,..,..,10.9,11.3,10.3,10.2,10.1,9.5,9.8,7.9,7.7,8.3,8.5,8,8.1,..,..
